FID,PROVINSI,KECAMATAN,DESA,KABKOT
20470,BENGKULU,TALO,NAPAL MELINTANG,SELUMA
20471,BENGKULU,SEMIDANG ALAS,KAYU ELANG,SELUMA
20472,BENGKULU,SEMIDANG ALAS,RENAH GAJAH MATI I,SELUMA
20473,BENGKULU,SEMIDANG ALAS MARAS,GUNUNG BANTAN,SELUMA
20474,BENGKULU,SEMIDANG ALAS MARAS,KARANG ANYAR,SELUMA
20475,BENGKULU,SEMIDANG ALAS MARAS,TALANG BERINGIN,SELUMA
20476,BENGKULU,SEMIDANG ALAS MARAS,MUARA MARAS,SELUMA
20477,BENGKULU,SEMIDANG ALAS MARAS,PADANG PERI,SELUMA
20478,BENGKULU,SEMIDANG ALAS MARAS,SENDAWAR,SELUMA
20479,BENGKULU,TALO KECIL,PERING BARU,SELUMA
20480,BENGKULU,SELUMA BARAT,LUNJUK,SELUMA
20481,BENGKULU,ILIR TALO,RAWA INDAH,SELUMA
20482,BENGKULU,SELUMA SELATAN,PADANG GENTING,SELUMA
20483,BENGKULU,ILIR TALO,TANAH ABANG,SELUMA
20484,BENGKULU,AIR PERIUKAN,TALANG ALAI,SELUMA
20485,BENGKULU,SEMIDANG ALAS,SUBAN,SELUMA
20486,BENGKULU,SEMIDANG ALAS,TELATAN,SELUMA
20487,BENGKULU,SEMIDANG ALAS,GUNUNG MEGANG,SELUMA
20488,BENGKULU,SEMIDANG ALAS,KEMANG MANIS,SELUMA
20489,BENGKULU,SEMIDANG ALAS MARAS,MUARA TIMPUT,SELUMA
20490,BENGKULU,SEMIDANG ALAS MARAS,SERIAN BANDUNG,SELUMA
20491,BENGKULU,SEMIDANG ALAS MARAS,TALANG KEMANG,SELUMA
20492,BENGKULU,SEMIDANG ALAS MARAS,RIMBO BESAR,SELUMA
20493,BENGKULU,SEMIDANG ALAS MARAS,KARANG DAPO,SELUMA
20494,BENGKULU,SEMIDANG ALAS MARAS,MARAS BANTAN,SELUMA
20495,BENGKULU,TALO,HARAPAN MULYA,SELUMA
20496,BENGKULU,TALO,SIMPANG TIGA PAGAR GASING,SELUMA
20497,BENGKULU,ILIR TALO,MARGO SARI,SELUMA
20498,BENGKULU,ILIR TALO,PALUH TERAP,SELUMA
20499,BENGKULU,ILIR TALO,MEKAR SARI,SELUMA
20500,BENGKULU,TALO KECIL,TEBAT SIBUN,SELUMA
20501,BENGKULU,TALO KECIL,BATU BALAI,SELUMA
20502,BENGKULU,ULU TALO,TANJUNG AGUNG,SELUMA
20503,BENGKULU,ULU TALO,MUARA NIBUNG,SELUMA
20504,BENGKULU,SELUMA SELATAN,PADANG MERBAU,SELUMA
20505,BENGKULU,SELUMA BARAT,SENGKUANG JAYA,SELUMA
20506,BENGKULU,SELUMA UTARA,PUGUK,SELUMA
20507,BENGKULU,SELUMA UTARA,SINAR PAGI,SELUMA
20508,BENGKULU,LUBUK SANDI,SAKAIAN,SELUMA
20509,BENGKULU,LUBUK SANDI,LUBUK TERENTANG,SELUMA
20510,BENGKULU,SUKARAJA,AIR KEMUNING,SELUMA
20511,BENGKULU,AIR PERIUKAN,PASAR NGALAM,SELUMA
20512,BENGKULU,AIR PERIUKAN,LUBUK GILANG,SELUMA
20513,BENGKULU,AIR PERIUKAN,LOKASI BARU,SELUMA
20514,BENGKULU,AIR PERIUKAN,TALANG SEBARIS,SELUMA
20515,BENGKULU,IPUH,AIR BULUH,MUKOMUKO
20516,BENGKULU,IPUH,SEMUNDAM,MUKOMUKO
20517,BENGKULU,IPUH,TANJUNG JAYA,MUKOMUKO
20518,BENGKULU,IPUH,DUSUN SIBAK,MUKOMUKO
20519,BENGKULU,IPUH,MEDAN JAYA,MUKOMUKO
20520,BENGKULU,IPUH,TANJUNG HARAPAN,MUKOMUKO
20521,BENGKULU,IPUH,PASAR IPUH,MUKOMUKO
20522,BENGKULU,IPUH,MANUNGGAL JAYA,MUKOMUKO
20523,BENGKULU,IPUH,RETAK HILIR,MUKOMUKO
20524,BENGKULU,IPUH,PULAI PAYUNG,MUKOMUKO
20525,BENGKULU,IPUH,TANJUNG MEDAN,MUKOMUKO
20526,BENGKULU,IPUH,TIRTA MULYA,MUKOMUKO
20527,BENGKULU,IPUH,PASAR BARU,MUKOMUKO
20528,BENGKULU,IPUH,PULAU MAKMUR,MUKOMUKO
20529,BENGKULU,AIR RAMI,AIR RAMI,MUKOMUKO
20530,BENGKULU,AIR RAMI,RAMI MULIA,MUKOMUKO
20531,BENGKULU,AIR RAMI,MEKAR JAYA,MUKOMUKO
20532,BENGKULU,AIR RAMI,DUSUN PULAU,MUKOMUKO
20533,BENGKULU,AIR RAMI,TALANG RIO,MUKOMUKO
20534,BENGKULU,AIR RAMI,ARGA JAYA,MUKOMUKO
20535,BENGKULU,AIR RAMI,IPUH II/CE SP IV /MAKMUR JAYA,MUKOMUKO
20536,BENGKULU,AIR RAMI,MARGA MULIA,MUKOMUKO
20537,BENGKULU,AIR RAMI,BUKIT HARAPAN,MUKOMUKO
20538,BENGKULU,AIR RAMI,TIRTA KENCANA,MUKOMUKO
20539,BENGKULU,AIR RAMI,BUKIT MULYA,MUKOMUKO
20540,BENGKULU,AIR RAMI,CINTA ASIH,MUKOMUKO
20541,BENGKULU,MALIN DEMAN,SEMAMBANG MAKMUR,MUKOMUKO
20542,BENGKULU,MALIN DEMAN,GAJAH MAKMUR,MUKOMUKO
20543,BENGKULU,MALIN DEMAN,LUBUK TALANG,MUKOMUKO
20544,BENGKULU,MALIN DEMAN,SERAMI BARU,MUKOMUKO
20545,BENGKULU,MALIN DEMAN,TALANG ARAH,MUKOMUKO
20546,BENGKULU,MALIN DEMAN,TALANG BARU,MUKOMUKO
20547,BENGKULU,MALIN DEMAN,AIR MERAH,MUKOMUKO
20548,BENGKULU,PONDOK SUGUH,AIR HITAM,MUKOMUKO
20549,BENGKULU,PONDOK SUGUH,DUSUN TUNGGANG,MUKOMUKO
20550,BENGKULU,PONDOK SUGUH,AIR BERAU,MUKOMUKO
20551,BENGKULU,PONDOK SUGUH,PONDOK SUGUH,MUKOMUKO
20552,BENGKULU,PONDOK SUGUH,AIR BIKUK,MUKOMUKO
20553,BENGKULU,PONDOK SUGUH,SINAR LAUT,MUKOMUKO
20554,BENGKULU,PONDOK SUGUH,BUMI MEKAR JAYA,MUKOMUKO
20555,BENGKULU,PONDOK SUGUH,LUBUK BENTO,MUKOMUKO
20556,BENGKULU,PONDOK SUGUH,PONDOK KANDANG,MUKOMUKO
20557,BENGKULU,PONDOK SUGUH,KARYA MULYA,MUKOMUKO
20558,BENGKULU,PONDOK SUGUH,TELUK BAKUNG,MUKOMUKO
20559,BENGKULU,SUNGAI RUMBAI,PADANG GADING,MUKOMUKO
20560,BENGKULU,SUNGAI RUMBAI,RETAK MUDIK,MUKOMUKO
20561,BENGKULU,SUNGAI RUMBAI,MEKAR SARI,MUKOMUKO
20562,BENGKULU,SUNGAI RUMBAI,GAJAH MATI,MUKOMUKO
20563,BENGKULU,SUNGAI RUMBAI,SUMBER MAKMUR,MUKOMUKO
20564,BENGKULU,SUNGAI RUMBAI,TALANG GADING,MUKOMUKO
20565,BENGKULU,SUNGAI RUMBAI,SIDODADI,MUKOMUKO
20566,BENGKULU,SUNGAI RUMBAI,GADING JAYA,MUKOMUKO
20567,BENGKULU,SUNGAI RUMBAI,BANJAR SARI,MUKOMUKO
20568,BENGKULU,TERAMANG JAYA,PASAR BANTAL,MUKOMUKO
20569,BENGKULU,TERAMANG JAYA,TERAMANG JAYA,MUKOMUKO
20570,BENGKULU,TERAMANG JAYA,NENGGALO,MUKOMUKO
20571,BENGKULU,TERAMANG JAYA,PONDOK BARU,MUKOMUKO
20572,BENGKULU,TERAMANG JAYA,BUNGA TANJUNG,MUKOMUKO
20573,BENGKULU,TERAMANG JAYA,SIDO MAKMUR,MUKOMUKO
20574,BENGKULU,TERAMANG JAYA,LUBUK SELANDAK,MUKOMUKO
20575,BENGKULU,TERAMANG JAYA,BANDAR JAYA,MUKOMUKO
20576,BENGKULU,TERAMANG JAYA,MANDI ANGIN JAYA,MUKOMUKO
20577,BENGKULU,TERAMANG JAYA,NELAN INDAH,MUKOMUKO
20578,BENGKULU,TERAMANG JAYA,PERNYAH,MUKOMUKO
20579,BENGKULU,TERAMANG JAYA,BATU EJUNG,MUKOMUKO
20580,BENGKULU,TERAMANG JAYA,BRANGAN MULYA,MUKOMUKO
20581,BENGKULU,TERAS TERUNJAM,TERAS TERUNJAM,MUKOMUKO
20582,BENGKULU,TERAS TERUNJAM,SETIA BUDI,MUKOMUKO
20583,BENGKULU,TERAS TERUNJAM,PONDOK KOPI,MUKOMUKO
20584,BENGKULU,TERAS TERUNJAM,TUNGGAL JAYA,MUKOMUKO
20585,BENGKULU,TERAS TERUNJAM,MEKAR JAYA,MUKOMUKO
20586,BENGKULU,TERAS TERUNJAM,KARANG JAYA,MUKOMUKO
20587,BENGKULU,TERAS TERUNJAM,TERUNTUNG,MUKOMUKO
20588,BENGKULU,TERAS TERUNJAM,TELANG KUNING,MUKOMUKO
20589,BENGKULU,PENARIK,BUMI MULYA,MUKOMUKO
20590,BENGKULU,PENARIK,PENARIK,MUKOMUKO
20591,BENGKULU,PENARIK,LUBUK MUKTI,MUKOMUKO
20592,BENGKULU,PENARIK,SUKA MAJU,MUKOMUKO
20593,BENGKULU,PENARIK,BUKIT MAKMUR,MUKOMUKO
20594,BENGKULU,PENARIK,SUMBER MULYA,MUKOMUKO
20595,BENGKULU,PENARIK,WONOSOBO,MUKOMUKO
20596,BENGKULU,PENARIK,MEKAR MULYA,MUKOMUKO
20597,BENGKULU,PENARIK,SIDO MULYO,MUKOMUKO
20598,BENGKULU,PENARIK,MARGA MUKTI,MUKOMUKO
20599,BENGKULU,PENARIK,SIDODADI,MUKOMUKO
20600,BENGKULU,PENARIK,MAJU MAKMUR,MUKOMUKO
20601,BENGKULU,PENARIK,SENDANG MULYO,MUKOMUKO
20602,BENGKULU,PENARIK,MARGA MULYA,MUKOMUKO
20603,BENGKULU,SELAGAN RAYA,SUNGAI JERINJING,MUKOMUKO
20604,BENGKULU,SELAGAN RAYA,PONDOK BARU,MUKOMUKO
20605,BENGKULU,SELAGAN RAYA,SUNGAI IPUH,MUKOMUKO
20606,BENGKULU,SELAGAN RAYA,SUNGAI GADING,MUKOMUKO
20607,BENGKULU,SELAGAN RAYA,SURIAN BUNGKAL,MUKOMUKO
20608,BENGKULU,SELAGAN RAYA,LUBUK SAHUNG,MUKOMUKO
20609,BENGKULU,SELAGAN RAYA,LUBUK BANGKO,MUKOMUKO
20610,BENGKULU,SELAGAN RAYA,TALANG BUAI,MUKOMUKO
20611,BENGKULU,SELAGAN RAYA,AUR CINA,MUKOMUKO
20612,BENGKULU,SELAGAN RAYA,SUNGAI IPUH SATU,MUKOMUKO
20613,BENGKULU,SELAGAN RAYA,SUNGAI IPUH DUA,MUKOMUKO
20614,BENGKULU,SELAGAN RAYA,TALANG MEDAN,MUKOMUKO
20615,BENGKULU,KOTA MUKOMUKO,TANAH REKAH,MUKOMUKO
20616,BENGKULU,KOTA MUKOMUKO,PASAR MUKOMUKO,MUKOMUKO
20617,BENGKULU,KOTA MUKOMUKO,UJUNG PADANG,MUKOMUKO
20618,BENGKULU,KOTA MUKOMUKO,PONDOK BATU,MUKOMUKO
20619,BENGKULU,KOTA MUKOMUKO,SELAGAN JAYA,MUKOMUKO
20620,BENGKULU,KOTA MUKOMUKO,PASAR SEBELAH,MUKOMUKO
20621,BENGKULU,KOTA MUKOMUKO,KOTO JAYA,MUKOMUKO
20622,BENGKULU,KOTA MUKOMUKO,BANDAR RATU,MUKOMUKO
20623,BENGKULU,KOTA MUKOMUKO,TANAH HARAPAN,MUKOMUKO
20624,BENGKULU,AIR DIKIT,AIR DIKIT,MUKOMUKO
20625,BENGKULU,AIR DIKIT,PONDOK LUNANG,MUKOMUKO
20626,BENGKULU,AIR DIKIT,DUSUN BARU V KOTO,MUKOMUKO
20627,BENGKULU,AIR DIKIT,SARI BULAN,MUKOMUKO
20628,BENGKULU,AIR DIKIT,SARI MAKMUR,MUKOMUKO
20629,BENGKULU,AIR DIKIT,SUMBER SARI,MUKOMUKO
20630,BENGKULU,AIR DIKIT,AIR KASAI,MUKOMUKO
20631,BENGKULU,XIV KOTO,RAWA MULYA,MUKOMUKO
20632,BENGKULU,XIV KOTO,DUSUN BARU PELOKAN,MUKOMUKO
20633,BENGKULU,XIV KOTO,LUBUK SANAI,MUKOMUKO
20634,BENGKULU,XIV KOTO,PAUH TERENJAH,MUKOMUKO
20635,BENGKULU,XIV KOTO,TANJUNG MULYA,MUKOMUKO
20636,BENGKULU,XIV KOTO,RAWA BANGUN,MUKOMUKO
20637,BENGKULU,XIV KOTO,LUBUK SANAI II,MUKOMUKO
20638,BENGKULU,XIV KOTO,LUBUK SANAI III,MUKOMUKO
20639,BENGKULU,LUBUK PINANG,SUMBER MAKMUR,MUKOMUKO
20640,BENGKULU,LUBUK PINANG,TANJUNG ALAI,MUKOMUKO
20641,BENGKULU,LUBUK PINANG,ARAH TIGA,MUKOMUKO
20642,BENGKULU,LUBUK PINANG,LUBUK PINANG,MUKOMUKO
20643,BENGKULU,LUBUK PINANG,SUKA PINDAH,MUKOMUKO
20644,BENGKULU,LUBUK PINANG,RANAH KARYA,MUKOMUKO
20645,BENGKULU,AIR MANJUNTO,AGUNG JAYA,MUKOMUKO
20646,BENGKULU,AIR MANJUNTO,PONDOK MAKMUR,MUKOMUKO
20647,BENGKULU,AIR MANJUNTO,MANJUNTO JAYA,MUKOMUKO
20648,BENGKULU,AIR MANJUNTO,TIRTA MAKMUR,MUKOMUKO
20649,BENGKULU,AIR MANJUNTO,TIRTA MULYA,MUKOMUKO
20650,BENGKULU,AIR MANJUNTO,KOTA PRAJA,MUKOMUKO
20651,BENGKULU,AIR MANJUNTO,SINAR JAYA,MUKOMUKO
20652,BENGKULU,AIR MANJUNTO,SIDO MAKMUR,MUKOMUKO
20653,BENGKULU,V KOTO,PONDOK TENGAH,MUKOMUKO
20654,BENGKULU,V KOTO,SUNGAI LINTANG,MUKOMUKO
20655,BENGKULU,V KOTO,TALANG PETAI,MUKOMUKO
20656,BENGKULU,V KOTO,LALANG LUAS,MUKOMUKO
20657,BENGKULU,V KOTO,RASNO,MUKOMUKO
20658,BENGKULU,V KOTO,PONDOK PANJANG,MUKOMUKO
20659,BENGKULU,V KOTO,TALANG SAKTI,MUKOMUKO
20660,BENGKULU,V KOTO,TALANG SEPAKAT,MUKOMUKO
20661,BENGKULU,V KOTO,LUBUK CABAU,MUKOMUKO
20662,BENGKULU,V KOTO,SUNGAI RENGAS,MUKOMUKO
20663,BENGKULU,HUTAN,HUTAN,MUKOMUKO
20664,BENGKULU,LUBUK PINANG,LUBUK GEDANG,MUKOMUKO
20665,BENGKULU,IPUH,PULAU BARU,MUKOMUKO
20666,BENGKULU,IPUH,MUNDAM MARAP,MUKOMUKO
20667,BENGKULU,RIMBO PENGADANG,BIOA SENGOK,LEBONG
20668,BENGKULU,RIMBO PENGADANG,RIMBO PENGADANG,LEBONG
20669,BENGKULU,RIMBO PENGADANG,TALANG RATAU,LEBONG
20670,BENGKULU,RIMBO PENGADANG,TIK KUTO,LEBONG
20671,BENGKULU,RIMBO PENGADANG,TELUK DIEN,LEBONG
20672,BENGKULU,RIMBO PENGADANG,BAJOK,LEBONG
20673,BENGKULU,TOPOS,TOPOS,LEBONG
20674,BENGKULU,TOPOS,TIK SIRONG,LEBONG
20675,BENGKULU,TOPOS,SUKA NEGERI,LEBONG
20676,BENGKULU,TOPOS,AJAI SIANG,LEBONG
20677,BENGKULU,TOPOS,TALANG DONOK,LEBONG
20678,BENGKULU,TOPOS,TALANG DONOK SATU,LEBONG
20679,BENGKULU,TOPOS,TALANG BARU SATU,LEBONG
20680,BENGKULU,TOPOS,TALANG BARU DUA,LEBONG
20681,BENGKULU,LEBONG SELATAN,SUKA SARI,LEBONG
20682,BENGKULU,LEBONG SELATAN,KUTAI DONOK,LEBONG
20683,BENGKULU,LEBONG SELATAN,MANGKU RAJO,LEBONG
20684,BENGKULU,LEBONG SELATAN,TES,LEBONG
20685,BENGKULU,LEBONG SELATAN,TABA ANYAR,LEBONG
20686,BENGKULU,LEBONG SELATAN,TURAN TIGING,LEBONG
20687,BENGKULU,LEBONG SELATAN,MUBAI,LEBONG
20688,BENGKULU,LEBONG SELATAN,TURAN LALANG,LEBONG
20689,BENGKULU,LEBONG SELATAN,TIK JENIAK,LEBONG
20690,BENGKULU,BINGIN KUNING,KARANG DAPO ATAS,LEBONG
20691,BENGKULU,BINGIN KUNING,BUKIT NIBUNG,LEBONG
20692,BENGKULU,BINGIN KUNING,KARANG DAPO BAWAH,LEBONG
20693,BENGKULU,BINGIN KUNING,PUNGGUK PEDARO,LEBONG
20694,BENGKULU,BINGIN KUNING,TALANG KERINCI,LEBONG
20695,BENGKULU,BINGIN KUNING,PELABUHAN TALANG LEAK,LEBONG
20696,BENGKULU,BINGIN KUNING,TALANG LEAK I,LEBONG
20697,BENGKULU,BINGIN KUNING,TALANG LEAK II,LEBONG
20698,BENGKULU,BINGIN KUNING,BUNGIN,LEBONG
20699,BENGKULU,LEBONG TENGAH,KARANG ANYAR,LEBONG
20700,BENGKULU,LEBONG TENGAH,PAGAR AGUNG,LEBONG
20701,BENGKULU,LEBONG TENGAH,EMBONG PANJANG,LEBONG
20702,BENGKULU,LEBONG TENGAH,SEMELAKO ATAS,LEBONG
20703,BENGKULU,LEBONG TENGAH,DANAU LIANG,LEBONG
20704,BENGKULU,LEBONG TENGAH,SEMELAKO SATU,LEBONG
20705,BENGKULU,LEBONG TENGAH,SEMELAKO DUA,LEBONG
20706,BENGKULU,LEBONG TENGAH,SEMELAKO TIGA,LEBONG
20707,BENGKULU,LEBONG TENGAH,TANJUNG BUNGA SATU,LEBONG
20708,BENGKULU,LEBONG TENGAH,TANJUNG BUNGA DUA,LEBONG
20709,BENGKULU,LEBONG TENGAH,SUKA DAMAI,LEBONG
20710,BENGKULU,LEBONG SAKTI,MUNING AGUNG,LEBONG
20711,BENGKULU,LEBONG SAKTI,UJUNG TANJUNG I,LEBONG
20712,BENGKULU,LEBONG SAKTI,UJUNG TANJUNG II,LEBONG
20713,BENGKULU,LEBONG SAKTI,UJUNG TANJUNG III,LEBONG
20714,BENGKULU,LEBONG SAKTI,MAGELANG BARU,LEBONG
20715,BENGKULU,LEBONG SAKTI,LEMEU PIT,LEBONG
20716,BENGKULU,LEBONG SAKTI,TEBEAK KAUK,LEBONG
20717,BENGKULU,LEBONG SAKTI,TEBEAK DIPOA,LEBONG
20718,BENGKULU,LEBONG SAKTI,SUKA BUMI,LEBONG
20719,BENGKULU,LEBONG ATAS,TABEAK BLAU,LEBONG
20720,BENGKULU,LEBONG ATAS,SUKAU KAYO,LEBONG
20721,BENGKULU,LEBONG ATAS,TABEAK BLAU SATU,LEBONG
20722,BENGKULU,LEBONG ATAS,DANEU,LEBONG
20723,BENGKULU,LEBONG ATAS,DUSUN BARU/SUKASERI,LEBONG
20724,BENGKULU,PELABAI,TANJUNG AGUNG,LEBONG
20725,BENGKULU,PELABAI,SUKAU DATANG,LEBONG
20726,BENGKULU,PELABAI,SUKAU DATANG SATU,LEBONG
20727,BENGKULU,PELABAI,GUNUNG ALAM,LEBONG
20728,BENGKULU,PELABAI,TABEAK BLAU DUA,LEBONG
20729,BENGKULU,PELABAI,KOTA BARU SANTAN,LEBONG
20730,BENGKULU,PELABAI,TIK TELEU,LEBONG
20731,BENGKULU,PELABAI,PELABAI,LEBONG
20732,BENGKULU,PELABAI,UPT TANJUNG AGUNG,LEBONG
20733,BENGKULU,LEBONG UTARA,TALANG ULU,LEBONG
20734,BENGKULU,LEBONG UTARA,KAMPUNG MUARA AMAN,LEBONG
20735,BENGKULU,LEBONG UTARA,NANGAI AMEN,LEBONG
20736,BENGKULU,LEBONG UTARA,PASAR MUARA AMAN,LEBONG
20737,BENGKULU,LEBONG UTARA,KAMPUNG JAWA DALAM,LEBONG
20738,BENGKULU,LEBONG UTARA,GANDUNG,LEBONG
20739,BENGKULU,LEBONG UTARA,LOKASARI,LEBONG
20740,BENGKULU,LEBONG UTARA,LEBONG TAMBANG,LEBONG
20741,BENGKULU,LEBONG UTARA,KAMPUNG JAWA BARU,LEBONG
20742,BENGKULU,LEBONG UTARA,LADANG PALEMBANG,LEBONG
20743,BENGKULU,LEBONG UTARA,TUNGGANG,LEBONG
20744,BENGKULU,LEBONG UTARA,UPT LADANG PALEMBANG,LEBONG
20745,BENGKULU,LEBONG UTARA,GANDUNG BARU,LEBONG
20746,BENGKULU,AMEN,NANGAU TAYAU,LEBONG
20747,BENGKULU,AMEN,NANGAI TAYAU SATU,LEBONG
20748,BENGKULU,AMEN,PYANG MBIK,LEBONG
20749,BENGKULU,AMEN,SUKAU MERGO,LEBONG
20750,BENGKULU,AMEN,SUKAU RAJO,LEBONG
20751,BENGKULU,AMEN,TALANG BUNUT,LEBONG
20752,BENGKULU,AMEN,SELEBAR JAYA,LEBONG
20753,BENGKULU,AMEN,GARUT,LEBONG
20754,BENGKULU,AMEN,AMEN,LEBONG
20755,BENGKULU,AMEN,SUNGAI GERONG,LEBONG
20756,BENGKULU,URAM JAYA,EMBONG,LEBONG
20757,BENGKULU,URAM JAYA,EMBONG SATU,LEBONG
20758,BENGKULU,URAM JAYA,KOTA BARU,LEBONG
20759,BENGKULU,URAM JAYA,KOTA AGUNG,LEBONG
20760,BENGKULU,URAM JAYA,LEMEU,LEBONG
20761,BENGKULU,URAM JAYA,PANGKALAN,LEBONG
20762,BENGKULU,URAM JAYA,TANGAU,LEBONG
20763,BENGKULU,PINANG BELAPIS,KETENONG SATU,LEBONG
20764,BENGKULU,PINANG BELAPIS,KETENONG DUA,LEBONG
20765,BENGKULU,PINANG BELAPIS,KETENONG JAYA,LEBONG
20766,BENGKULU,PINANG BELAPIS,TAMBANG SAWEAK,LEBONG
20767,BENGKULU,PINANG BELAPIS,AIR KOPRAS,LEBONG
20768,BENGKULU,PINANG BELAPIS,BIOA PUTIAK,LEBONG
20769,BENGKULU,PINANG BELAPIS,SEBELET,LEBONG
20770,BENGKULU,PINANG BELAPIS,SUNGAI LISAI,LEBONG
20771,BENGKULU,PADANG BANO,PADANG BANO,LEBONG
20772,BENGKULU,LEBONG ATAS,TIK TEBING,LEBONG
20773,BENGKULU,PADANG BANO,SEBAYUA,LEBONG
20774,BENGKULU,PADANG BANO,UEI,LEBONG
20775,BENGKULU,PADANG BANO,KEMBUNG,LEBONG
20776,BENGKULU,PADANG BANO,LIMES,LEBONG
20777,BENGKULU,MUARA KEMUMU,LIMBUR BARU,KEPAHIANG
20778,BENGKULU,MUARA KEMUMU,BATU KALUNG,KEPAHIANG
20779,BENGKULU,MUARA KEMUMU,SOSOKAN BARU,KEPAHIANG
20780,BENGKULU,MUARA KEMUMU,SOSOKAN TABA,KEPAHIANG
20781,BENGKULU,MUARA KEMUMU,BATU BANDUNG,KEPAHIANG
20782,BENGKULU,MUARA KEMUMU,TALANG TIGE,KEPAHIANG
20783,BENGKULU,MUARA KEMUMU,RENAH KURUNG,KEPAHIANG
20784,BENGKULU,MUARA KEMUMU,WARUNG POJOK,KEPAHIANG
20785,BENGKULU,MUARA KEMUMU,PEMATANG DANAU AIR LES,KEPAHIANG
20786,BENGKULU,MUARA KEMUMU,AIR PUNGGUR,KEPAHIANG
20787,BENGKULU,MUARA KEMUMU,DAMAR KENCANA,KEPAHIANG
20788,BENGKULU,BERMANI ILIR,KEMBANG SERI,KEPAHIANG
20789,BENGKULU,BERMANI ILIR,PAGAR AGUNG,KEPAHIANG
20790,BENGKULU,BERMANI ILIR,TALANG PITO,KEPAHIANG
20791,BENGKULU,BERMANI ILIR,TALANG SAWAH,KEPAHIANG
20792,BENGKULU,BERMANI ILIR,KOTA AGUNG,KEPAHIANG
20793,BENGKULU,BERMANI ILIR,EMBONG IJUK,KEPAHIANG
20794,BENGKULU,BERMANI ILIR,LIMBUR LAMA,KEPAHIANG
20795,BENGKULU,BERMANI ILIR,CINTO MANDI,KEPAHIANG
20796,BENGKULU,BERMANI ILIR,KEBAN AGUNG,KEPAHIANG
20797,BENGKULU,BERMANI ILIR,GUNUNG AGUNG,KEPAHIANG
20798,BENGKULU,BERMANI ILIR,EMBONG SIDO,KEPAHIANG
20799,BENGKULU,BERMANI ILIR,TABA BARU,KEPAHIANG
20800,BENGKULU,BERMANI ILIR,BATU BELARIK,KEPAHIANG
20801,BENGKULU,BERMANI ILIR,BUKIT MENYAN,KEPAHIANG
20802,BENGKULU,BERMANI ILIR,SOSOKAN CINTO MANDI,KEPAHIANG
20803,BENGKULU,BERMANI ILIR,MUARA LANGKAP,KEPAHIANG
20804,BENGKULU,BERMANI ILIR,AIR RAMAN,KEPAHIANG
20805,BENGKULU,BERMANI ILIR,LANGGAR JAYA,KEPAHIANG
20806,BENGKULU,SEBERANG MUSI,BENUANG GALING,KEPAHIANG
20807,BENGKULU,SEBERANG MUSI,AIR SELIMANG,KEPAHIANG
20808,BENGKULU,SEBERANG MUSI,TEBAT LAUT,KEPAHIANG
20809,BENGKULU,SEBERANG MUSI,TABA PADANG,KEPAHIANG
20810,BENGKULU,SEBERANG MUSI,LUBUK SAHUNG,KEPAHIANG
20811,BENGKULU,SEBERANG MUSI,TEMDAK,KEPAHIANG
20812,BENGKULU,SEBERANG MUSI,KANDANG,KEPAHIANG
20813,BENGKULU,SEBERANG MUSI,CIREBON BARU,KEPAHIANG
20814,BENGKULU,SEBERANG MUSI,TALANG GELOMPOK,KEPAHIANG
20815,BENGKULU,SEBERANG MUSI,AIR PESI,KEPAHIANG
20816,BENGKULU,TEBAT KARAI,TERTIK,KEPAHIANG
20817,BENGKULU,TEBAT KARAI,TABA AIR PAUH,KEPAHIANG
20818,BENGKULU,TEBAT KARAI,PENANJUNG PANJANG,KEPAHIANG
20819,BENGKULU,TEBAT KARAI,PERADUAN BINJAI,KEPAHIANG
20820,BENGKULU,TEBAT KARAI,TALANG KARET,KEPAHIANG
20821,BENGKULU,TEBAT KARAI,TEBAT KARAI,KEPAHIANG
20822,BENGKULU,TEBAT KARAI,TABA SATING,KEPAHIANG
20823,BENGKULU,TEBAT KARAI,NANTI AGUNG,KEPAHIANG
20824,BENGKULU,TEBAT KARAI,KARANG TENGAH,KEPAHIANG
20825,BENGKULU,TEBAT KARAI,TAPAK GEDUNG,KEPAHIANG
20826,BENGKULU,TEBAT KARAI,TEBING PENYAMUN,KEPAHIANG
20827,BENGKULU,TEBAT KARAI,SINAR GUNUNG,KEPAHIANG
20828,BENGKULU,TEBAT KARAI,TABA SALING,KEPAHIANG
20829,BENGKULU,TEBAT KARAI,PENANJUNG PANJANG ATAS,KEPAHIANG
20830,BENGKULU,KEPAHIANG,TEBAT MONOK,KEPAHIANG
20831,BENGKULU,KEPAHIANG,KELILIK,KEPAHIANG
20832,BENGKULU,KEPAHIANG,IMIGRASI PERMU,KEPAHIANG
20833,BENGKULU,KEPAHIANG,PERMU,KEPAHIANG
20834,BENGKULU,KEPAHIANG,PASAR UJUNG,KEPAHIANG
20835,BENGKULU,KEPAHIANG,KARANG ENDAH,KEPAHIANG
20836,BENGKULU,KEPAHIANG,WESKUST,KEPAHIANG
20837,BENGKULU,KEPAHIANG,KAMPUNG BOGOR,KEPAHIANG
20838,BENGKULU,KEPAHIANG,PENSIUNAN,KEPAHIANG
20839,BENGKULU,KEPAHIANG,PASAR KEPAHIANG,KEPAHIANG
20840,BENGKULU,KEPAHIANG,DUSUN KEPAHIANG,KEPAHIANG
20841,BENGKULU,KEPAHIANG,KUTO REJO,KEPAHIANG
20842,BENGKULU,KEPAHIANG,KARANG ANYAR,KEPAHIANG
